"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"HDHD2_13472.35",2.61677424152817e-09,2682.73512341111,6330.20646088889,-1.2385479353043,-10.629507883784,10.629507883784
"AMPK.a2b2g1_5245.40",9.60391268831357e-08,2708.98074071852,7716.42777755556,-1.51018298780175,-10.5977873396687,10.5977873396687
"DOK2_14246.50",1.39888679112711e-07,1625.21977370741,4641.42205766667,-1.51393206906764,-10.376819576542,10.376819576542
"VSIG4_17678.28",1.32482562794203e-07,11256.4106581111,3967.14279825926,1.50457463358486,10.3482255226827,10.3482255226827
"KPCT_3817.18",4.79473900099669e-08,1627.55477354074,4296.67672840741,-1.40051513979965,-10.2506994690727,10.2506994690727
"FAF2_9738.7",1.4553551898618e-07,5095.55950620741,14364.3152264074,-1.49517674654034,-10.222569768163,10.222569768163
"SYDC_12675.14",2.32422708385407e-09,35181.5344844148,79819.0952674074,-1.18191551725816,-10.2043293444033,10.2043293444033
"PDE5A_5256.86",1.11491614237936e-08,9890.39364158519,24013.9827162593,-1.27977484714401,-10.1777393934357,10.1777393934357
"VAV_5275.28",2.05172800603379e-07,3784.64269542222,10837.0511933704,-1.51774323851691,-10.1504849738966,10.1504849738966
"Phosphomannomutase.2_17794.6",5.52036286350332e-08,4923.15065878148,12972.8932097037,-1.39784646990335,-10.1456149329509,10.1456149329509
"GCNL2_19797.4",5.642489951171e-09,1174.77534978148,2751.89388896296,-1.22803994269895,-10.1295233331107,10.1295233331107
"HSP.40_3852.19",1.66094552475022e-08,853.952242766667,2099.32102881111,-1.29769550629358,-10.0956098525023,10.0956098525023
"EIF1B_12701.1",1.44776731306282e-08,6333.53831216296,15438.9056798519,-1.28548688700546,-10.0773189381423,10.0773189381423
"SHRPN_24472.28",1.84489439098294e-07,421.842633722222,1189.14584367778,-1.49514885208399,-10.0683749660053,10.0683749660053
"H2B3B_18823.52",0.000292285548981611,11932.5660282963,1693.66300414444,2.81668557077485,9.9547094592155,9.9547094592155
"RT4I1_18180.58",3.37326126643765e-08,1005.84304523704,2515.7356380037,-1.32257512666683,-9.88221524474997,9.88221524474997
"IL.1F6_14150.7",1.49669558620297e-05,7813.05191388889,1911.4700412037,2.03120361147725,9.80028630455636,9.80028630455636
"KPRB_19150.20",5.54183390193727e-12,18063.6545057037,32879.8867692593,-0.864115532923394,-9.72678385020503,9.72678385020503
"CN37_6609.22",7.96377783463095e-10,2911.39989722963,6107.80358037037,-1.06894065215193,-9.7261636445967,9.7261636445967
"UN45A_13082.9",1.87974263925944e-07,4012.48572007407,10794.8936626296,-1.42778086887079,-9.60311364055261,9.60311364055261
"THIC_17341.89",5.19973452540426e-07,2523.45993811852,7216.18613159259,-1.51583336849012,-9.52552542904182,9.52552542904182
"RABE1_24417.22",2.22691155386237e-08,2522.38460896296,5943.92864192593,-1.23662852398026,-9.46304878309296,9.46304878309296
"SYDM_12395.86",2.58664622933364e-07,9562.40586409259,25791.8189084815,-1.43146797400733,-9.42945597054608,9.42945597054608
"GUAA_18184.28",5.14434364228669e-09,6786.974836,14809.8504125556,-1.12571649952454,-9.33069260989572,9.33069260989572
"KC1G1_20130.144",7.96753814555322e-07,2328.78831274815,6659.79279844444,-1.51589778813028,-9.24496922943426,9.24496922943426
"KS6B1_11817.1",2.64086187730105e-08,801.059691359259,1863.30436216667,-1.21788169621702,-9.22941721674571,9.22941721674571
"XPO5_25963.2",1.47256541289149e-05,15423.9200408889,4106.02975296296,1.90935349102641,9.2258536390766,9.2258536390766
"FER_4220.39",2.73060413701817e-06,729.384855991852,2292.55870374074,-1.6522065254111,-9.19244960907531,9.19244960907531
"DECR_12687.2",1.00590572347625e-07,10736.0240118889,26593.4462961481,-1.30861094760667,-9.15693014964217,9.15693014964217
"HGS_13644.30",2.39794857811847e-07,4368.47615222593,11302.1765026296,-1.37139860475911,-9.07887837132034,9.07887837132034
"H2B2E_22974.25",0.000468599940575041,9840.31329181481,1492.05069970741,2.7214076891883,9.0601044123207,9.0601044123207
"RAGP1_25036.10",8.8736857848363e-09,1093.04191355185,2379.2337037037,-1.12214826620325,-9.03542108399747,9.03542108399747
"SHIP_25264.102",1.00349364420135e-09,1076.98115222222,2156.42024688889,-1.0016453582565,-9.013291106052,9.013291106052
"CSNK1G2_17436.193",2.7577903053028e-07,649.603497962963,1669.53358032963,-1.36181380525083,-8.93273425731381,8.93273425731381
"RAB32_17778.19",1.37485288182458e-06,4313.01156434444,12363.296089963,-1.51929593168728,-8.90572346489728,8.90572346489728
"NCOA7_25299.11",2.14340477824995e-09,2425.04434157778,4933.53975311111,-1.02461200677574,-8.88225472776046,8.88225472776046
"EFHA1_6226.69",3.40903745184427e-07,1695.14627572963,4380.63131685185,-1.36972902930631,-8.85854200450975,8.85854200450975
"SCOT_25043.74",6.30866181725299e-09,9613.30133725926,20232.6591355556,-1.07358208058705,-8.80344043109843,8.80344043109843
"DOK2_19578.19",9.08579040991527e-08,20972.1413990741,49803.5899581481,-1.247775560856,-8.7863829134671,8.7863829134671
"alpha.1.antichymotrypsin.complex_4153.11",1.23079344447995e-06,19357.6247328889,6927.60839507407,1.48247265374775,8.76113886763788,8.76113886763788
"PDE5A_16805.5",1.29659500731826e-08,32535.4012754815,70258.4789703704,-1.11066199658978,-8.76000847370832,8.76000847370832
"BIN2_21540.73",1.87603457367808e-08,45376.4386825926,99523.8604222222,-1.13309906192577,-8.75518355843258,8.75518355843258
"PKC.A_2644.11",7.84854006233174e-08,16932.8224683333,39630.3625514815,-1.2267836949363,-8.71655715178214,8.71655715178214
"Alpha.1.syntrophin_19274.80",1.99175558239457e-07,6122.05868282222,14976.4827982593,-1.29061007012013,-8.6480734403267,8.6480734403267
"BLC_13701.2",0.000709690809578108,6621.86386833333,991.901975333333,2.73896789374935,8.624820412339,8.624820412339
"SULT.1A3_13944.3",1.63649223349204e-06,2531.92806581481,7110.30325088889,-1.48967467420033,-8.61938585356991,8.61938585356991
"PCBP3_24470.20",3.35117258933668e-08,654.146234544444,1454.3770782037,-1.15271627543708,-8.61632730999048,8.61632730999048
"CMIP_25100.11",9.01605651956854e-08,1542.27648148148,3569.34648148148,-1.21059853450971,-8.5286465487689,8.5286465487689
"calgranulin.B_5339.49",0.000161408923967116,17080.469917963,3612.16775722222,2.24141086543593,8.49959240921431,8.49959240921431
"PTRD1_20386.15",2.0884665495232e-07,1217.51738684444,2936.16407402222,-1.2699902138445,-8.48375367173955,8.48375367173955
"MITD1_23266.62",4.91891596951614e-07,1047.92592598148,2655.0177777963,-1.34118477954933,-8.46036874341732,8.46036874341732
"GSK.3.beta_24050.26",5.54962278770154e-07,3028.74020576296,7720.22333296296,-1.34992474847087,-8.44477356880332,8.44477356880332
"S35G2_13501.10",5.40192903006689e-08,2815.54971196296,1261.04759254074,1.15879389895861,8.42147802558344,8.42147802558344
"H2A1A_22402.12",0.000610036340714068,7048.61495885185,1154.86730453333,2.60961270418954,8.38897658565871,8.38897658565871
"MAPK2_3820.68",5.81233005722665e-08,3015.23520583333,6718.24526755556,-1.15581392088906,-8.3630646868742,8.3630646868742
"ACO13_17675.17",2.33117613821307e-07,13955.2129012111,33396.3851025926,-1.25888781632182,-8.34947891308327,8.34947891308327
"ATE1_25108.6",1.49496683098827e-08,6392.66286033333,13379.3413582222,-1.06551818101254,-8.33807234911419,8.33807234911419
"SHP.2_11830.48",1.55290216325408e-09,20451.083456963,39320.0364192593,-0.943087381689762,-8.30752085118101,8.30752085118101
"EHD3_25232.4",6.51325478442013e-08,18707.4249381481,41627.2046096296,-1.15391569403176,-8.2922711907787,8.2922711907787
"ITBP2_21985.61",1.72344173822361e-08,2085.7676543037,4355.28030874074,-1.06218711794418,-8.24639951344759,8.24639951344759
"SARG_24950.21",2.93154119579503e-07,2312.95728398519,5489.31617288889,-1.24688781553035,-8.1457983957178,8.1457983957178
"PAK6_3827.22",8.82018467930779e-07,2344.08644033333,5924.37658448148,-1.33763757737173,-8.09875657014432,8.09875657014432
"S100A6_13090.17",4.54018291146255e-10,1319.27689295556,2404.2864402963,-0.865861392523092,-8.08967947963708,8.08967947963708
"IGF.I_2952.75",2.36950886987749e-08,28920.6738681481,13870.553951,1.06007576229218,8.08343987428749,8.08343987428749
"SH3G3_18318.98",3.07549522518235e-07,9746.44504075185,23023.0045682963,-1.24012811633018,-8.07581963361772,8.07581963361772
"TBC13_21163.21",6.47216736460263e-08,2368.18825097778,5156.64436211111,-1.1226487831276,-8.07066626222289,8.07066626222289
"HMHA1_13544.9",2.11779803925252e-07,21794.4834155926,50271.9966259259,-1.2057919803423,-8.04759489527863,8.04759489527863
"RAB6A_20083.1",2.24424350147902e-06,2915.21065842222,7808.95790166667,-1.42152989591137,-8.03012290860531,8.03012290860531
"Sphingosine.kinase.1_4294.16",1.21775022983655e-06,3374.94504086667,8624.85687244444,-1.35363650692242,-8.00600431118828,8.00600431118828
"PDC6I_18174.79",4.77372639517945e-08,1930.55806592222,4116.56292188889,-1.09242233066349,-7.99777952684451,7.99777952684451
"GRL1A_23398.1",8.33245697565045e-08,956.322572,2087.69489711111,-1.12634165383619,-7.97362815709639,7.97362815709639
"OBF1_21839.3",1.62222943208198e-06,793.56588477037,2056.84438271111,-1.37401073516426,-7.95536788743802,7.95536788743802
"AP4A_16583.8",1.54851011039764e-07,4446.4840945037,9958.07522633333,-1.16320188900269,-7.92150484682441,7.92150484682441
"KTI12_23526.25",2.47655309216725e-07,619.930555525926,1421.49012352963,-1.19722555594247,-7.90905442849879,7.90905442849879
"OLFL3_8660.33",2.50857901511037e-06,9913.79284,3752.22051448148,1.40169249618648,7.85028004816153,7.85028004816153
"Fatty.acid.synthase_8403.18",2.09478349847348e-07,1504.13096711481,3386.07372418519,-1.17068319476049,-7.81883016412802,7.81883016412802
"HCDH_17739.1",5.03748689550846e-07,13014.4052885259,30689.8156778519,-1.23765059376746,-7.7944586697242,7.7944586697242
"PRKRA_22010.36",9.21271994253016e-06,2347.052572,803.225925914815,1.54697241601148,7.78995306400984,7.78995306400984
"RABL6_25276.32",1.40030269054571e-10,3476.7100617037,6003.85629633333,-0.788166686803988,-7.76641961924012,7.76641961924012
"PNPT1_21378.7",2.42465315202435e-06,3419.99491776667,8889.41771607407,-1.37809474001528,-7.73848482020808,7.73848482020808
"IP6K1_22404.4",2.383111036449e-07,532.642078155556,1196.61981476667,-1.16772654828582,-7.73368445212877,7.73368445212877
"UN45A_11712.207",1.14497732435174e-06,442.062489722222,1088.2951235037,-1.29974761143702,-7.72206455674764,7.72206455674764
"Lectin..mannose.binding.2_7638.30",1.37070117365348e-06,10325.4394238148,4145.48008218518,1.31659208731435,7.719254737218,7.719254737218
"SYNC_21383.37",5.27746070620838e-08,17738.0245888519,36883.9544859259,-1.05614798999551,-7.68619619940461,7.68619619940461
"GSK.3.beta_3236.12",1.77717400942717e-07,4709.2308849,10365.3558430741,-1.1382062829154,-7.68319977863844,7.68319977863844
"Peroxiredoxin.3_8358.30",2.37234882439727e-07,6022.13471237037,13424.9615231852,-1.15657106740107,-7.6620768192481,7.6620768192481
"STAT3_10354.57",3.08673048775723e-08,3978.78314822222,8064.32152262963,-1.01922588854242,-7.65489734916341,7.65489734916341
"ADPPT_17320.19",4.60449419625156e-09,10403.5605762222,19570.3692174074,-0.911593604935318,-7.59979003821381,7.59979003821381
"RBG1L_25286.33",5.42130135905962e-10,3915.86362144444,6911.91506166667,-0.819754967996768,-7.5957646482459,7.5957646482459
"RFIP3_25500.6",1.47238151852388e-05,1122.82804528889,3335.72213977407,-1.57086211550074,-7.59037376327056,7.59037376327056
"C3b_4480.59",0.00288283892949532,20463.4009071519,2596.6213374963,2.97833838536687,7.5655144736755,7.5655144736755
"SCO2_16851.50",6.49463111703825e-07,382.36993827037,890.471954737037,-1.21960107077873,-7.54621517061145,7.54621517061145
"MP2K5_22041.26",8.70752626895894e-08,19358.4533337407,40427.7552255556,-1.06238240794851,-7.50053156984624,7.50053156984624
"ARH_18183.3",5.9865000781209e-07,20747.7640332074,47774.2901644444,-1.20327857067878,-7.48779438715747,7.48779438715747
"TXN4A_21651.9",1.18335445246274e-06,19484.3769141481,8214.18958862963,1.24612764555577,7.38565543846365,7.38565543846365
"Myeloperoxidase_2580.83",1.3744667516776e-06,17886.518024963,7472.28137866667,1.25925187697059,7.38156546242636,7.38156546242636
"F16B1_25081.6",1.82707393224108e-05,1412.30740744444,4156.34253094444,-1.55726040947952,-7.37867960266214,7.37867960266214
"Inhibin.bB.chain_13676.46",1.80445021306656e-07,13899.2942591852,6511.38936218518,1.09397431635569,7.37738547354036,7.37738547354036
"IF5A2_11355.10",2.8907257695519e-06,1666.51771604074,4180.93555559259,-1.32698915182928,-7.35018376369778,7.35018376369778
"Holo.TC.I_19614.8",1.82198632713091e-05,17551.7483121481,6035.90041173333,1.53997383541892,7.29863651929607,7.29863651929607
"FTMT_8048.9",1.48328259033237e-05,11573.9467081481,4085.06837448148,1.50244877537154,7.25498873899589,7.25498873899589
"MAOM_25042.3",6.01603802912489e-07,58928.495306037,132187.545427407,-1.16554892036713,-7.25051784570273,7.25051784570273
"SH3G2_12499.108",4.23987946505109e-07,14841.3820165926,32648.3918107407,-1.13738648875824,-7.2481620150512,7.2481620150512
"MTSSL_25252.29",2.25470982736262e-06,2168.4275309037,5255.87238681481,-1.27728101831094,-7.21269011497735,7.21269011497735
"LANC2_12628.31",6.05472504168115e-08,5894.28012356296,11766.5188063333,-0.997300022934794,-7.19841739482676,7.19841739482676
"HEXI1_15596.7",9.49797519703088e-07,3592.24286015926,8224.55646107407,-1.19505298898516,-7.19705003701613,7.19705003701613
"OAF_6414.8",4.097823734023e-08,10922.7787658519,5560.64744851852,0.974015149393707,7.19548502695743,7.19548502695743
"DNJB9_11214.40",3.36053442276704e-07,18773.2038684444,8694.90539074074,1.11043264932251,7.18848752838155,7.18848752838155
"Calgranulin.A_25216.8",1.33382505660408e-07,4315.72695466667,2090.92115225926,1.04546493243715,7.18746804370524,7.18746804370524
"Apo.A.V_15363.32",2.54214388405418e-06,27113.5124281481,11129.3601656667,1.28464136608213,7.18731135082922,7.18731135082922
"CST1L_6368.9",1.50625733255427e-07,3284.51524694074,6800.01497940741,-1.04985746175489,-7.1622334569189,7.1622334569189
"PCBP2_23363.41",1.27618369723191e-06,7679.91693447407,17688.7884775556,-1.20367262777648,-7.09455095607947,7.09455095607947
"DOK1_16831.7",4.56981249689137e-08,1784.39917693333,3486.90609048148,-0.966509122136212,-7.09427517218863,7.09427517218863
"SPON2_8099.42",5.22617286021827e-07,12620.6471185926,5799.966502,1.12166941280486,7.04612112171896,7.04612112171896
"sperm.egg.fusion.protein.1_21526.88",3.98702220681177e-06,2683.508642,1086.89386832963,1.30390946145022,7.04026530497257,7.04026530497257
"PAK4_13719.19",6.01063614433581e-07,3408.76530861481,7424.2311522963,-1.12299235501825,-6.98622478739294,6.98622478739294
"PPM1F_23923.26",1.34849158913816e-06,2525.08491772222,5761.04777781481,-1.18999931648907,-6.9854765797075,6.9854765797075
"LASP.1_21862.145",1.75845467545041e-07,11156.260885,22841.9818525926,-1.03383425278897,-6.98341476049107,6.98341476049107
"PRS6A_23665.35",2.43297207643163e-09,2093.96781892222,3667.71736625926,-0.80864319893022,-6.96554163079094,6.96554163079094
"DLGP4_24436.23",7.20564592019454e-07,7175.92358021111,15747.7531268519,-1.1339095695449,-6.96484345821266,6.96484345821266
"ARRB1_12643.4",2.09914302985685e-06,9811.09263365555,22950.2569133333,-1.2260245843972,-6.96131605888951,6.96131605888951
"ABLM3_13578.98",4.49229524802459e-05,308.555514403704,934.741131703704,-1.59903680048157,-6.95186319275054,6.95186319275054
"BPI_4126.22",0.00100916326488236,21363.0699585185,4285.24707825926,2.31766868838036,6.94382477559971,6.94382477559971
"TCP.1.epsilon_12569.25",3.35025290608311e-07,16226.4703296407,34051.1583944444,-1.06935466734102,-6.92398849704523,6.92398849704523
"M4K5_21989.12",3.81401966601924e-06,4604.98919776296,11151.7109675556,-1.2759953975179,-6.91413044472722,6.91413044472722
"X5NT3_19615.213",8.91753657164612e-08,617.271460907407,1217.56248964815,-0.980018822391237,-6.90889269213448,6.90889269213448
"Dynamin_24435.1",6.69182564491065e-07,15331.352119,33292.4163796296,-1.11870864746849,-6.90741663045682,6.90741663045682
"EGF.ECD_5509.7",1.17609780333074e-07,773.615946511111,1543.4884979963,-0.996505293654865,-6.90533979590112,6.90533979590112
"MTD2L_24454.27",6.00575860392467e-07,513.661687233333,1108.0401646,-1.10911980189145,-6.90031356913653,6.90031356913653
"EF.1.alpha.1_25256.23",6.03203129511783e-07,11792.7498351852,25441.5292177407,-1.10928522411882,-6.8992398448582,6.8992398448582
"NT5M_17856.23",4.9109531403052e-06,955.678004103704,2348.2798148963,-1.29700780747245,-6.88559941872861,6.88559941872861
"GSH0_18214.2",9.13365868885415e-08,2367.8104527,4658.79602885185,-0.976403572465787,-6.87325158599174,6.87325158599174
"ACADM_17333.20",1.28946091586015e-05,1040.30242795926,2755.23886833333,-1.40517440269155,-6.87072926084084,6.87072926084084
"LIMD1_25280.2",2.22299747511349e-07,3734.65563794815,7625.96769555556,-1.02994519735009,-6.85228825611632,6.85228825611632
"PKB_2867.52",1.45035572808068e-06,1499.80648148519,3381.26808644444,-1.17278804270743,-6.84735285297257,6.84735285297257
"OXSM_18271.43",3.27453265149015e-06,1440.89746917778,3420.54726343333,-1.24725948417584,-6.84103202332538,6.84103202332538
"RAB6B_14271.23",1.20199126167658e-06,9123.67106948148,20315.0398974444,-1.15486185789561,-6.83689617158226,6.83689617158226
"IDH_18338.26",7.75655855340229e-06,16269.7529215185,41049.321151963,-1.3351660219341,-6.82314021152373,6.82314021152373
"ACTN1_9843.5",3.16160381904901e-06,6742.53308619259,15911.2511107037,-1.2386846790387,-6.8128803780612,6.8128803780612
"ILK1_10053.5",1.21640492183481e-06,9117.54545258519,20230.4565833704,-1.14981148882135,-6.80104507708122,6.80104507708122
"SMAD5_21478.20",5.06719087772577e-07,4944.95683125926,10437.8141158519,-1.07778978310444,-6.78493752492661,6.78493752492661
"iC3b_2683.1",0.000250571274723943,28087.6757208148,7616.75868322222,1.88268815157427,6.77968940769669,6.77968940769669
"CISY_18309.18",3.24204276671502e-07,47389.4689938518,97745.6925955555,-1.04446663246854,-6.77773329868127,6.77773329868127
"SH3G2_20139.57",5.81302970035781e-06,3123.89084361111,7629.92121448148,-1.28832411699964,-6.74514647218345,6.74514647218345
"Malate.dehydrogenase.2_15534.26",8.68209212708698e-07,38071.9460494444,81987.2009011111,-1.10667039161679,-6.70794492016995,6.70794492016995
"SNTB1_9078.207",2.66440120571093e-07,7461.61526737037,15128.3459269259,-1.01969437809147,-6.70387910526414,6.70387910526414
"VAPA_7167.102",1.67337797965177e-06,30982.569835037,69223.2656781481,-1.15980019094996,-6.69947672414984,6.69947672414984
"CHM2A_17728.61",1.79248063109548e-06,3847.1690741037,8627.82119362963,-1.16519904371857,-6.69586935445337,6.69586935445337
"CBL_12016.60",8.02661812156428e-08,13104.4597114074,25148.9740752593,-0.940441674585896,-6.6728732424456,6.6728732424456
"BAP18_21153.5",7.72108462764793e-07,10957.5506791111,23346.690862963,-1.09129272684661,-6.67033220160142,6.67033220160142
"HCC.4_4913.78",3.57729660318917e-07,24529.2138277407,12001.8223455926,1.03124751567059,6.64788044256063,6.64788044256063
"RAB21_17514.48",7.61885048497859e-08,30025.5251429259,57276.77214,-0.931760712401945,-6.63237575617791,6.63237575617791
"ADDB_24468.36",1.79663900672124e-07,1293.00886831852,2554.88495892593,-0.982526160966131,-6.62766870986,6.62766870986
"I5P1_25444.29",1.09726740474339e-06,10788.5665634444,23275.2950205556,-1.10929626238745,-6.61105909281195,6.61105909281195
"PLPP_3897.61",7.68741784263816e-08,2509.27753079259,4776.19798348148,-0.928590596250691,-6.60619733906886,6.60619733906886
